user_id,timestamp,subject,duration,focus,notes
2,2025-04-04 01:00:00,Chemistry,3.0,2,Focused on weak areas
2,2025-04-04 23:00:00,Physics,0.7,2,Focused on weak areas
2,2025-04-05 08:00:00,Biology,1.8,1,Watched tutorial videos
2,2025-04-07 05:00:00,Math,2.2,4,Reviewed chapter 3
3,2025-01-02 15:00:00,Math,3.3,2,Watched tutorial videos
3,2025-01-02 20:00:00,Biology,2.2,1,Quick revision
3,2025-01-02 22:00:00,Physics,4.0,3,Watched tutorial videos
3,2025-01-03 04:00:00,Physics,2.9,3,Quick revision
3,2025-01-05 01:00:00,Economics,4.0,3,Watched tutorial videos
3,2025-01-05 09:00:00,Chemistry,4.0,0,Watched tutorial videos
3,2025-01-05 14:00:00,Economics,1.1,3,Summarized key points
3,2025-01-06 00:00:00,Economics,2.6,4,Quick revision
3,2025-01-07 04:00:00,Biology,2.7,4,Quick revision
3,2025-01-08 01:00:00,Chemistry,3.4,1,Watched tutorial videos
3,2025-01-08 14:00:00,Physics,3.1,1,Summarized key points
3,2025-01-09 19:00:00,Chemistry,1.8,5,Completed practice problems
3,2025-01-11 17:00:00,Computer Science,1.2,5,Summarized key points
3,2025-01-13 01:00:00,Physics,4.0,5,Quick revision
3,2025-01-13 17:00:00,Biology,2.4,1,Completed practice problems
3,2025-01-14 22:00:00,Math,3.7,4,Watched tutorial videos
3,2025-01-16 16:00:00,Chemistry,1.0,2,Reviewed chapter 3
3,2025-01-18 08:00:00,Computer Science,1.4,1,Watched tutorial videos
3,2025-01-20 05:00:00,Biology,1.9,4,Completed practice problems
3,2025-01-21 01:00:00,Physics,3.6,4,Watched tutorial videos
3,2025-01-22 05:00:00,Economics,3.7,5,Reviewed chapter 3
3,2025-01-23 20:00:00,Computer Science,1.8,1,Completed practice problems
3,2025-01-25 13:00:00,Physics,3.2,1,Quick revision
3,2025-01-26 20:00:00,Physics,3.5,2,Focused on weak areas
3,2025-01-27 11:00:00,Biology,1.6,2,Watched tutorial videos
3,2025-01-28 02:00:00,Biology,1.4,0,Quick revision
3,2025-01-29 14:00:00,Economics,1.8,4,Reviewed chapter 3
3,2025-01-31 11:00:00,Computer Science,3.2,5,Completed practice problems
3,2025-02-01 00:00:00,Biology,3.2,0,Summarized key points
3,2025-02-01 17:00:00,Chemistry,3.5,5,Watched tutorial videos
3,2025-02-02 19:00:00,Math,3.4,5,Completed practice problems
3,2025-02-03 21:00:00,Physics,3.7,1,Quick revision
3,2025-02-05 01:00:00,Computer Science,1.6,1,Quick revision
3,2025-02-06 14:00:00,Physics,1.0,0,Completed practice problems
3,2025-02-07 01:00:00,Biology,1.7,1,Quick revision
3,2025-02-08 21:00:00,Computer Science,0.8,5,Reviewed chapter 3
3,2025-02-09 06:00:00,Physics,1.6,2,Watched tutorial videos
3,2025-02-10 13:00:00,Chemistry,2.1,5,Quick revision
3,2025-02-10 17:00:00,Computer Science,3.5,3,Quick revision
3,2025-02-12 07:00:00,Physics,2.3,1,Focused on weak areas
3,2025-02-12 08:00:00,Chemistry,2.8,0,Watched tutorial videos
3,2025-02-12 20:00:00,Chemistry,2.1,2,Watched tutorial videos
3,2025-02-14 15:00:00,Economics,1.8,3,Watched tutorial videos
3,2025-02-15 23:00:00,Physics,1.5,0,Focused on weak areas
3,2025-02-16 05:00:00,Math,3.7,0,Completed practice problems
3,2025-02-18 01:00:00,Computer Science,3.7,2,Reviewed chapter 3
3,2025-02-19 09:00:00,Biology,3.1,0,Watched tutorial videos
3,2025-02-20 20:00:00,Biology,0.9,1,Focused on weak areas
3,2025-02-22 19:00:00,Chemistry,1.8,5,Quick revision
3,2025-02-23 18:00:00,Math,2.4,1,Quick revision
3,2025-02-25 02:00:00,Computer Science,1.6,5,Completed practice problems
3,2025-02-25 04:00:00,Computer Science,0.8,5,Summarized key points
3,2025-02-26 23:00:00,Physics,3.2,4,Focused on weak areas
3,2025-02-27 11:00:00,Math,3.3,0,Watched tutorial videos
3,2025-02-27 12:00:00,Economics,2.0,1,Reviewed chapter 3
3,2025-02-27 23:00:00,Math,2.3,4,Watched tutorial videos
3,2025-03-01 12:00:00,Chemistry,2.8,3,Watched tutorial videos
3,2025-03-02 01:00:00,Computer Science,1.9,4,Reviewed chapter 3
3,2025-03-02 08:00:00,Math,2.7,3,Focused on weak areas
3,2025-03-04 03:00:00,Economics,2.3,0,Reviewed chapter 3
3,2025-03-04 15:00:00,Physics,1.7,2,Watched tutorial videos
3,2025-03-06 14:00:00,Math,2.7,0,Summarized key points
3,2025-03-07 04:00:00,Economics,2.0,4,Watched tutorial videos
3,2025-03-08 13:00:00,Chemistry,1.6,3,Watched tutorial videos
3,2025-03-10 10:00:00,Chemistry,2.4,2,Completed practice problems
3,2025-03-11 05:00:00,Physics,3.2,0,Completed practice problems
3,2025-03-13 04:00:00,Chemistry,3.5,5,Summarized key points
3,2025-03-13 14:00:00,Physics,2.3,2,Reviewed chapter 3
3,2025-03-14 01:00:00,Physics,2.2,4,Watched tutorial videos
3,2025-03-15 01:00:00,Chemistry,3.2,2,Reviewed chapter 3
3,2025-03-15 17:00:00,Chemistry,2.2,4,Summarized key points
3,2025-03-16 04:00:00,Math,3.6,1,Reviewed chapter 3
3,2025-03-18 00:00:00,Biology,0.9,1,Summarized key points
3,2025-03-18 05:00:00,Math,2.1,1,Reviewed chapter 3
3,2025-03-19 07:00:00,Physics,2.3,4,Focused on weak areas
3,2025-03-19 21:00:00,Physics,3.5,2,Watched tutorial videos
3,2025-03-20 23:00:00,Chemistry,0.6,4,Quick revision
3,2025-03-22 07:00:00,Physics,3.5,0,Quick revision
3,2025-03-23 08:00:00,Chemistry,3.6,2,Summarized key points
3,2025-03-23 18:00:00,Economics,3.7,4,Watched tutorial videos
3,2025-03-24 21:00:00,Chemistry,1.3,5,Reviewed chapter 3
3,2025-03-25 19:00:00,Computer Science,1.1,1,Quick revision
3,2025-03-26 01:00:00,Economics,3.0,2,Focused on weak areas
3,2025-03-28 00:00:00,Computer Science,1.9,3,Completed practice problems
3,2025-03-28 01:00:00,Computer Science,1.7,2,Summarized key points
3,2025-03-28 17:00:00,Economics,1.5,2,Quick revision
3,2025-03-30 08:00:00,Chemistry,3.1,2,Quick revision
3,2025-03-30 13:00:00,Math,3.9,4,Watched tutorial videos
3,2025-03-31 04:00:00,Chemistry,3.5,5,Summarized key points
3,2025-03-31 05:00:00,Math,2.1,2,Quick revision
3,2025-04-01 19:00:00,Physics,2.9,3,Reviewed chapter 3
3,2025-04-02 13:00:00,Biology,1.4,0,Completed practice problems
3,2025-04-04 10:00:00,Economics,0.5,1,Completed practice problems
3,2025-04-05 19:00:00,Biology,2.2,2,Completed practice problems
3,2025-04-06 13:00:00,Math,1.5,5,Summarized key points
3,2025-04-07 01:00:00,Math,3.3,2,Quick revision
3,2025-04-07 10:00:00,Computer Science,1.7,0,Completed practice problems
3,2025-04-08 18:00:00,Math,1.0,1,Reviewed chapter 3
3,2025-04-10 17:00:00,Computer Science,4.0,0,Quick revision
3,2025-04-10 19:00:00,Biology,3.5,5,Reviewed chapter 3
4,2025-01-02 07:00:00,Chemistry,2.7,1,Completed practice problems
4,2025-01-03 00:00:00,Economics,2.3,1,Completed practice problems
4,2025-01-03 20:00:00,Physics,1.5,5,Reviewed chapter 3
4,2025-01-05 12:00:00,Physics,1.6,3,Summarized key points
4,2025-01-05 15:00:00,Physics,1.6,0,Completed practice problems
4,2025-01-06 22:00:00,Chemistry,3.2,4,Completed practice problems
4,2025-01-07 00:00:00,Chemistry,2.3,3,Summarized key points
4,2025-01-08 00:00:00,Chemistry,3.6,3,Focused on weak areas
4,2025-01-08 16:00:00,Math,2.0,2,Focused on weak areas
4,2025-01-08 22:00:00,Physics,3.8,2,Summarized key points
4,2025-01-10 03:00:00,Economics,1.4,5,Quick revision
4,2025-01-10 21:00:00,Biology,3.2,3,Focused on weak areas
4,2025-01-12 16:00:00,Economics,0.6,2,Watched tutorial videos
4,2025-01-13 00:00:00,Physics,3.8,2,Quick revision
4,2025-01-14 09:00:00,Physics,2.2,3,Focused on weak areas
4,2025-01-14 19:00:00,Physics,3.6,5,Reviewed chapter 3
4,2025-01-15 01:00:00,Computer Science,1.3,3,Reviewed chapter 3
4,2025-01-16 19:00:00,Physics,3.5,0,Reviewed chapter 3
4,2025-01-18 06:00:00,Physics,1.3,2,Focused on weak areas
4,2025-01-19 21:00:00,Biology,3.0,5,Completed practice problems
4,2025-01-20 03:00:00,Computer Science,3.1,5,Summarized key points
4,2025-01-20 07:00:00,Math,3.0,3,Summarized key points
4,2025-01-21 12:00:00,Biology,2.2,2,Quick revision
4,2025-01-22 07:00:00,Chemistry,1.5,3,Summarized key points
4,2025-01-22 09:00:00,Chemistry,2.7,1,Quick revision
4,2025-01-22 21:00:00,Math,0.6,0,Summarized key points
4,2025-01-24 20:00:00,Biology,0.8,0,Watched tutorial videos
4,2025-01-26 17:00:00,Math,2.2,4,Summarized key points
4,2025-01-26 20:00:00,Economics,2.4,5,Completed practice problems
4,2025-01-27 06:00:00,Computer Science,1.2,4,Quick revision
4,2025-01-27 21:00:00,Math,3.4,1,Summarized key points
4,2025-01-28 11:00:00,Math,3.3,0,Completed practice problems
4,2025-01-29 20:00:00,Physics,2.7,5,Watched tutorial videos
4,2025-01-31 05:00:00,Physics,1.9,0,Watched tutorial videos
4,2025-02-01 08:00:00,Biology,3.1,4,Quick revision
4,2025-02-01 12:00:00,Physics,4.0,5,Focused on weak areas
4,2025-02-01 15:00:00,Physics,2.0,2,Summarized key points
4,2025-02-02 15:00:00,Biology,2.0,1,Watched tutorial videos
4,2025-02-04 01:00:00,Physics,2.3,5,Summarized key points
4,2025-02-05 20:00:00,Math,1.3,0,Reviewed chapter 3
4,2025-02-07 01:00:00,Chemistry,1.1,3,Completed practice problems
4,2025-02-07 21:00:00,Computer Science,1.0,3,Summarized key points
4,2025-02-09 00:00:00,Economics,3.5,4,Quick revision
4,2025-02-10 05:00:00,Math,3.3,3,Reviewed chapter 3
4,2025-02-11 15:00:00,Physics,3.8,1,Focused on weak areas
4,2025-02-12 18:00:00,Chemistry,1.0,3,Watched tutorial videos
4,2025-02-13 22:00:00,Biology,1.0,3,Reviewed chapter 3
4,2025-02-14 00:00:00,Physics,1.6,0,Watched tutorial videos
4,2025-02-14 17:00:00,Computer Science,2.5,0,Reviewed chapter 3
4,2025-02-15 04:00:00,Math,2.8,3,Quick revision
4,2025-02-16 06:00:00,Biology,0.8,0,Quick revision
4,2025-02-16 15:00:00,Math,2.5,0,Watched tutorial videos
4,2025-02-16 23:00:00,Physics,2.0,3,Summarized key points
4,2025-02-17 22:00:00,Chemistry,3.9,0,Quick revision
4,2025-02-18 14:00:00,Physics,1.2,0,Summarized key points
4,2025-02-19 04:00:00,Chemistry,2.0,3,Watched tutorial videos
4,2025-02-19 23:00:00,Computer Science,2.8,3,Summarized key points
4,2025-02-20 23:00:00,Chemistry,3.1,2,Completed practice problems
4,2025-02-22 11:00:00,Economics,3.3,0,Summarized key points
4,2025-02-24 09:00:00,Physics,1.8,2,Summarized key points
4,2025-02-25 13:00:00,Biology,2.1,3,Summarized key points
4,2025-02-26 17:00:00,Chemistry,2.6,0,Watched tutorial videos
4,2025-02-26 19:00:00,Biology,1.9,1,Quick revision
4,2025-02-28 08:00:00,Economics,2.6,1,Completed practice problems
4,2025-03-01 17:00:00,Computer Science,0.5,3,Summarized key points
4,2025-03-02 00:00:00,Economics,2.9,2,Reviewed chapter 3
4,2025-03-02 11:00:00,Chemistry,3.9,0,Summarized key points
4,2025-03-03 10:00:00,Math,2.9,0,Focused on weak areas
4,2025-03-04 20:00:00,Chemistry,1.8,1,Focused on weak areas
4,2025-03-06 12:00:00,Physics,2.6,1,Quick revision
4,2025-03-07 09:00:00,Physics,2.7,4,Completed practice problems
4,2025-03-07 22:00:00,Chemistry,1.8,3,Quick revision
4,2025-03-08 22:00:00,Economics,1.4,4,Quick revision
4,2025-03-10 12:00:00,Economics,2.4,2,Focused on weak areas
4,2025-03-12 09:00:00,Chemistry,2.0,5,Focused on weak areas
4,2025-03-14 03:00:00,Chemistry,0.6,5,Watched tutorial videos
4,2025-03-14 08:00:00,Economics,4.0,0,Watched tutorial videos
4,2025-03-15 06:00:00,Computer Science,3.2,1,Completed practice problems
4,2025-03-16 16:00:00,Economics,3.0,2,Watched tutorial videos
4,2025-03-17 16:00:00,Economics,2.8,4,Watched tutorial videos
4,2025-03-18 04:00:00,Economics,3.8,3,Quick revision
4,2025-03-19 05:00:00,Chemistry,2.8,0,Summarized key points
4,2025-03-19 21:00:00,Economics,1.2,2,Watched tutorial videos
4,2025-03-20 13:00:00,Chemistry,2.8,1,Quick revision
4,2025-03-21 22:00:00,Physics,2.0,5,Quick revision
4,2025-03-23 17:00:00,Computer Science,3.9,3,Reviewed chapter 3
4,2025-03-24 04:00:00,Chemistry,1.0,4,Completed practice problems
4,2025-03-25 03:00:00,Computer Science,3.8,0,Quick revision
4,2025-03-26 00:00:00,Economics,3.2,1,Focused on weak areas
4,2025-03-26 19:00:00,Biology,2.4,5,Completed practice problems
4,2025-03-27 13:00:00,Computer Science,1.5,5,Summarized key points
4,2025-03-29 02:00:00,Physics,0.5,5,Summarized key points
4,2025-03-30 19:00:00,Economics,3.7,4,Reviewed chapter 3
4,2025-04-01 03:00:00,Biology,3.5,4,Reviewed chapter 3
4,2025-04-01 23:00:00,Biology,0.6,2,Completed practice problems
4,2025-04-03 22:00:00,Computer Science,3.2,3,Watched tutorial videos
4,2025-04-05 06:00:00,Computer Science,3.8,0,Quick revision
4,2025-04-05 09:00:00,Computer Science,1.0,5,Reviewed chapter 3
4,2025-04-06 15:00:00,Economics,2.7,3,Watched tutorial videos
4,2025-04-07 16:00:00,Physics,1.3,3,Focused on weak areas
5,2025-01-02 03:00:00,Computer Science,3.3,5,Focused on weak areas
5,2025-01-02 17:00:00,Chemistry,2.1,0,Summarized key points
5,2025-01-03 21:00:00,Math,3.3,5,Watched tutorial videos
5,2025-01-05 17:00:00,Computer Science,2.2,1,Completed practice problems
5,2025-01-07 09:00:00,Math,2.8,5,Quick revision
5,2025-01-07 20:00:00,Biology,2.2,3,Reviewed chapter 3
5,2025-01-08 12:00:00,Chemistry,0.8,1,Watched tutorial videos
5,2025-01-09 08:00:00,Computer Science,3.0,0,Watched tutorial videos
5,2025-01-10 05:00:00,Math,1.7,5,Completed practice problems
5,2025-01-11 08:00:00,Physics,3.1,5,Quick revision
5,2025-01-12 03:00:00,Computer Science,3.1,5,Completed practice problems
